"year","age","status","education","jobclass","insurance","wage"
2004,36,"married","3.bachelor","IT","yes",81.4468348606011
2004,54,"divorced","4.master","industrial","no",87.9810327856054
2005,26,"married","2.highschool","IT","yes",116.442318333651
2009,46,"married","5.phd","IT","yes",166.324941233877
2006,58,"divorced","3.bachelor","industrial","yes",149.695042068453
2005,22,"never married","3.bachelor","IT","yes",73.7757432746946
2005,58,"married","5.phd","industrial","no",277.601417511009
2008,63,"married","4.master","industrial","no",136.876367635184
2007,67,"married","1.primary","IT","yes",129.453644576626
2008,44,"married","2.highschool","industrial","yes",111.720849360989
2003,51,"married","4.master","industrial","yes",178.700657207025
2003,46,"married","2.highschool","industrial","no",49.5553381215227
2007,43,"married","1.primary","industrial","no",82.6796372966372
2004,40,"married","3.bachelor","industrial","no",73.7757432746946
2008,31,"never married","3.bachelor","industrial","yes",92.8958447894966
2007,41,"married","5.phd","IT","yes",114.475713290347
2008,21,"never married","2.highschool","industrial","no",84.0459576539924
2008,51,"married","3.bachelor","IT","no",76.8936025176112
2003,43,"separated","3.bachelor","IT","yes",79.8549003093467
2004,34,"married","3.bachelor","IT","yes",130.982177377461
2008,45,"married","3.bachelor","industrial","yes",148.413159102577
2008,35,"married","1.primary","industrial","no",65.1108537153447
2004,33,"married","2.highschool","IT","yes",134.705375118879
2003,46,"married","2.highschool","industrial","yes",94.0727147457005
2003,38,"never married","1.primary","industrial","yes",94.0727147457005
2004,44,"never married","4.master","IT","yes",90.4819133566401
2006,50,"never married","2.highschool","IT","yes",111.721782427997
2009,55,"married","2.highschool","IT","yes",107.903923866877
2009,49,"married","5.phd","IT","yes",191.573683548412
2006,47,"married","5.phd","IT","yes",145.143601176911
2003,40,"married","2.highschool","IT","yes",138.639172221569
2003,21,"never married","2.highschool","industrial","no",53.6387220221678
2008,60,"married","1.primary","industrial","no",93.0534873610655
2008,56,"never married","1.primary","IT","no",81.2832532842527
2004,61,"married","3.bachelor","industrial","no",128.680488220624
2008,44,"married","5.phd","IT","yes",136.15771083723
2007,43,"divorced","5.phd","industrial","yes",160.642475408263
2005,29,"married","3.bachelor","industrial","yes",109.833985642199
2003,38,"married","4.master","IT","no",148.413159102577
2003,26,"never married","3.bachelor","industrial","yes",108.390640020409
2006,28,"never married","2.highschool","industrial","no",67.1430807546635
2003,38,"never married","4.master","IT","yes",118.019753340006
2006,45,"divorced","3.bachelor","industrial","no",109.833985642199
2004,39,"married","2.highschool","industrial","no",47.3389060962716
2003,33,"married","2.highschool","industrial","yes",62.91365496918
2005,44,"married","1.primary","industrial","no",70.4760196469445
2006,48,"married","3.bachelor","industrial","yes",99.6894636984864
2007,45,"married","2.highschool","industrial","yes",92.7913480810133
2007,56,"married","2.highschool","industrial","no",99.6916283970721
2009,40,"never married","4.master","IT","no",114.475713290347
2006,71,"married","1.primary","industrial","no",89.2428846644714
2006,30,"married","2.highschool","industrial","no",118.884359339886
2004,45,"married","4.master","IT","yes",148.413159102577
2004,41,"married","2.highschool","industrial","yes",90.4819133566401
2003,40,"married","3.bachelor","IT","yes",118.884359339886
2004,59,"married","1.primary","IT","yes",89.1678286670778
2007,46,"married","1.primary","industrial","no",73.7757432746946
2003,38,"never married","2.highschool","industrial","yes",70.4760196469445
2007,26,"married","3.bachelor","industrial","yes",93.4866920429597
2005,53,"married","2.highschool","IT","yes",70.4760196469445
2004,46,"divorced","4.master","IT","yes",99.6894636984864
2007,42,"married","3.bachelor","industrial","yes",98.5993438603892
2006,28,"never married","3.bachelor","industrial","no",54.5981500331442
2004,30,"never married","1.primary","industrial","no",86.6951548289402
2008,34,"married","4.master","IT","yes",118.884359339886
2008,46,"married","4.master","industrial","no",160.642475408263
2007,22,"never married","3.bachelor","industrial","no",59.0970640815891
2007,37,"never married","2.highschool","IT","yes",92.7295279091354
2008,27,"married","3.bachelor","industrial","yes",63.1888610037461
2008,52,"married","2.highschool","IT","yes",114.475713290347
2008,43,"married","2.highschool","industrial","no",65.1108537153447
2004,52,"married","2.highschool","industrial","yes",148.413159102577
2005,54,"never married","3.bachelor","IT","yes",109.489841452174
2007,47,"married","2.highschool","industrial","yes",99.6894636984864
2005,21,"never married","3.bachelor","IT","yes",105.927810775063
2005,42,"married","4.master","IT","yes",134.705375118879
2003,72,"married","5.phd","IT","yes",189.244162932803
2003,38,"married","2.highschool","IT","yes",104.921506533664
2009,53,"married","2.highschool","industrial","yes",82.6796372966372
2006,35,"separated","3.bachelor","IT","no",81.2832532842527
2008,60,"married","2.highschool","industrial","yes",76.8936025176112
2003,39,"married","2.highschool","IT","yes",85.3839403789827
2005,45,"divorced","2.highschool","IT","no",73.7757432746946
2008,61,"married","2.highschool","IT","yes",106.608021493532
2008,64,"divorced","2.highschool","IT","yes",95.2307125669819
2004,39,"married","1.primary","industrial","yes",70.4760196469445
2007,46,"married","3.bachelor","IT","yes",105.927810775063
2008,25,"never married","3.bachelor","IT","no",56.4538649754188
2003,80,"married","3.bachelor","IT","yes",94.0727147457005
2008,51,"divorced","3.bachelor","industrial","yes",105.927810775063
2004,58,"married","2.highschool","industrial","yes",75.0431540173516
2009,52,"married","3.bachelor","industrial","yes",118.884359339886
2004,45,"married","5.phd","IT","yes",138.299126920883
2007,41,"never married","3.bachelor","industrial","yes",99.6894636984864
2004,42,"married","2.highschool","industrial","yes",95.2307125669819
2008,31,"never married","3.bachelor","industrial","yes",94.0727147457005
2004,49,"divorced","2.highschool","IT","yes",123.089699847943
2009,47,"divorced","2.highschool","industrial","yes",90.4819133566401
2005,39,"married","2.highschool","IT","yes",87.9810327856054
2006,53,"married","4.master","IT","yes",109.833985642199
2003,37,"married","2.highschool","industrial","yes",85.3839403789827
2003,52,"married","4.master","industrial","yes",191.573683548412
2006,41,"married","2.highschool","industrial","yes",101.82435207568
2006,39,"married","4.master","IT","yes",148.413159102577
2009,63,"married","5.phd","IT","yes",171.765132627508
2007,23,"never married","2.highschool","industrial","no",73.4544282607621
2004,62,"married","2.highschool","IT","yes",87.9810327856054
2004,43,"married","5.phd","IT","yes",272.294783220064
2004,29,"never married","2.highschool","industrial","no",102.870246933215
2004,43,"married","5.phd","IT","yes",160.642475408263
2008,34,"married","4.master","IT","no",123.089699847943
2003,38,"married","5.phd","IT","yes",91.6992261117042
2005,25,"never married","4.master","IT","yes",85.3839403789827
2005,64,"married","2.highschool","IT","yes",109.833985642199
2003,49,"married","4.master","industrial","yes",114.475713290347
2009,46,"married","4.master","industrial","yes",84.3157688645753
2006,30,"married","5.phd","IT","yes",114.475713290347
2003,33,"never married","3.bachelor","industrial","no",57.3525910796177
2007,29,"married","4.master","IT","yes",104.921506533664
2008,32,"married","2.highschool","IT","yes",125.525498433836
2007,54,"married","2.highschool","IT","yes",108.874525834712
2005,40,"never married","2.highschool","industrial","yes",65.1108537153447
2005,24,"never married","4.master","industrial","yes",109.833985642199
2008,30,"separated","1.primary","industrial","no",70.8150386167557
2009,49,"married","4.master","industrial","yes",145.143601176911
2006,47,"married","2.highschool","industrial","yes",101.82435207568
2008,25,"never married","2.highschool","industrial","no",84.0459576539924
2007,44,"married","3.bachelor","industrial","yes",134.705375118879
2007,41,"divorced","1.primary","IT","yes",97.4932940453934
2005,54,"separated","4.master","industrial","yes",154.68529299563
2009,59,"married","5.phd","IT","yes",200.543262324662
2003,25,"never married","2.highschool","industrial","no",59.7342233407467
2009,63,"married","5.phd","industrial","no",91.6992261117042
2009,49,"never married","3.bachelor","IT","yes",109.833985642199
2008,35,"separated","3.bachelor","IT","yes",114.475713290347
2006,24,"never married","2.highschool","industrial","no",66.2294082943902
2003,66,"married","2.highschool","industrial","yes",92.8958447894966
2008,57,"married","1.primary","industrial","no",94.0727147457005
2003,47,"married","4.master","IT","yes",118.884359339886
2006,44,"married","4.master","industrial","yes",132.487821126123
2006,56,"married","4.master","industrial","yes",127.115743812184
2004,34,"married","2.highschool","IT","no",99.6894636984864
2006,23,"married","1.primary","industrial","no",40.4056652596845
2008,30,"married","4.master","industrial","yes",138.299126920883
2004,38,"married","3.bachelor","industrial","no",102.870246933215
2004,43,"married","1.primary","IT","yes",79.8549003093467
2007,58,"divorced","3.bachelor","IT","yes",111.720849360989
2005,36,"married","2.highschool","industrial","no",62.198679430261
2007,48,"never married","2.highschool","IT","yes",70.4760196469445
2005,35,"married","2.highschool","IT","yes",86.0428011301927
2006,22,"never married","2.highschool","IT","no",99.6894636984864
2007,50,"married","4.master","IT","yes",113.567089569751
2004,58,"married","1.primary","industrial","no",100.764272842107
2003,20,"never married","2.highschool","IT","no",61.1875264339915
2007,44,"married","2.highschool","industrial","yes",113.61274572643
2003,50,"married","4.master","IT","yes",134.705375118879
2009,55,"married","2.highschool","industrial","yes",104.923531700709
2003,39,"never married","2.highschool","IT","yes",109.833985642199
2008,32,"never married","4.master","IT","yes",276.778413321176
2008,50,"married","4.master","IT","no",148.413159102577
2009,24,"married","1.primary","industrial","no",148.413159102577
2009,53,"married","3.bachelor","IT","yes",109.833985642199
2003,35,"married","2.highschool","IT","no",81.2832532842527
2003,25,"never married","1.primary","IT","yes",79.8549003093467
2006,24,"never married","4.master","industrial","yes",109.833985642199
2005,57,"separated","4.master","industrial","yes",148.413159102577
2005,43,"married","1.primary","IT","yes",65.1108537153447
2009,33,"married","3.bachelor","IT","yes",88.2986994723058
2005,40,"married","3.bachelor","IT","yes",91.6992261117042
2008,39,"never married","4.master","industrial","yes",73.7757432746946
2004,32,"married","5.phd","IT","yes",70.4760196469445
2005,48,"divorced","4.master","IT","yes",128.680488220624
2004,29,"married","5.phd","industrial","yes",94.0727147457005
2005,35,"divorced","4.master","industrial","yes",98.5993438603892
2004,41,"married","2.highschool","industrial","yes",133.232350826567
2009,52,"married","2.highschool","industrial","yes",134.705375118879
2005,50,"married","2.highschool","industrial","no",91.6992261117042
2004,35,"married","4.master","IT","no",160.635498596854
2007,27,"married","3.bachelor","industrial","yes",99.6894636984864
2004,57,"married","5.phd","industrial","yes",114.475713290347
2004,48,"married","3.bachelor","IT","no",97.4932940453934
2009,41,"divorced","3.bachelor","IT","yes",98.0483505056004
2005,59,"married","5.phd","IT","yes",104.921506533664
2003,55,"married","4.master","IT","yes",109.833985642199
2005,54,"divorced","2.highschool","IT","yes",133.232350826567
2003,34,"married","5.phd","industrial","yes",118.884359339886
2009,43,"never married","2.highschool","IT","yes",73.7757432746946
2003,43,"divorced","4.master","IT","yes",104.921506533664
2003,62,"widowed","1.primary","industrial","no",62.0303046060726
2006,45,"never married","2.highschool","IT","no",97.4932940453934
2004,40,"married","4.master","industrial","yes",145.805163374625
2003,33,"married","2.highschool","IT","yes",82.6796372966372
2005,45,"married","5.phd","IT","yes",148.413159102577
2009,21,"never married","3.bachelor","industrial","no",49.5553381215227
2009,54,"married","1.primary","industrial","no",73.7757432746946
2003,43,"married","4.master","industrial","no",73.7757432746946
2004,54,"married","4.master","industrial","yes",127.115743812184
2004,35,"married","1.primary","industrial","yes",109.833985642199
2008,23,"never married","3.bachelor","industrial","yes",61.5945831752282
2006,61,"widowed","2.highschool","industrial","yes",111.440469567068
2004,51,"divorced","4.master","industrial","yes",138.299126920883
2006,43,"married","3.bachelor","industrial","yes",127.115743812184
2003,20,"never married","2.highschool","industrial","no",75.3556793180091
2007,51,"married","3.bachelor","industrial","yes",139.00340805947
2009,65,"married","2.highschool","IT","yes",118.884359339886
2009,37,"married","2.highschool","industrial","yes",109.833985642199
2008,24,"never married","2.highschool","industrial","no",66.2330957333126
2003,36,"married","2.highschool","industrial","yes",73.2930820722881
2005,45,"married","3.bachelor","IT","no",130.982177377461
2008,33,"married","5.phd","IT","yes",276.778413321176
2009,36,"divorced","2.highschool","industrial","no",86.9103277389946
2004,32,"married","2.highschool","industrial","yes",109.833985642199
2009,45,"married","2.highschool","industrial","yes",118.884359339886
2003,51,"married","2.highschool","industrial","no",104.921506533664
2005,33,"married","3.bachelor","IT","yes",136.876367635184
2003,47,"divorced","3.bachelor","industrial","yes",84.0459576539924
2003,37,"married","5.phd","IT","yes",196.125272594255
2008,41,"married","3.bachelor","IT","yes",121.430313822622
2005,23,"never married","2.highschool","IT","no",96.3977959023552
2009,57,"married","4.master","industrial","yes",128.680488220624
2006,61,"married","5.phd","IT","yes",148.413159102577
2007,47,"divorced","3.bachelor","industrial","yes",85.3839403789827
2003,29,"married","4.master","IT","yes",87.9810327856054
2005,37,"married","2.highschool","industrial","yes",99.6894636984864
2005,57,"married","2.highschool","industrial","yes",148.413159102577
2004,39,"never married","5.phd","IT","no",81.2832532842527
2007,59,"married","4.master","IT","yes",145.805163374625
2007,31,"married","4.master","IT","yes",149.055895589404
2009,26,"never married","2.highschool","industrial","no",97.4932940453934
2009,51,"married","2.highschool","industrial","yes",118.019753340006
2006,38,"married","2.highschool","industrial","no",99.6894636984864
2006,51,"married","4.master","IT","no",118.884359339886
2004,50,"married","2.highschool","IT","yes",79.8549003093467
2005,32,"married","5.phd","industrial","yes",118.884359339886
2007,38,"married","4.master","IT","yes",160.642475408263
2005,49,"married","2.highschool","industrial","yes",176.989650489877
2005,40,"never married","3.bachelor","IT","yes",73.7757432746946
2007,60,"married","5.phd","IT","yes",154.68529299563
2007,30,"never married","4.master","IT","yes",101.82435207568
2003,41,"married","4.master","IT","yes",130.982177377461
2009,32,"never married","3.bachelor","IT","yes",114.475713290347
2009,26,"never married","4.master","IT","yes",105.927810775063
2004,41,"married","3.bachelor","industrial","yes",81.2832532842527
2008,53,"married","2.highschool","industrial","yes",134.705375118879
2005,35,"married","3.bachelor","IT","no",97.4932940453934
2008,50,"married","2.highschool","industrial","yes",109.833985642199
2004,43,"married","4.master","IT","yes",171.765132627508
2003,50,"separated","2.highschool","IT","yes",67.8267871319966
2009,19,"never married","2.highschool","IT","no",73.7757432746946
2004,42,"married","2.highschool","industrial","no",91.6992261117042
2007,53,"married","2.highschool","industrial","yes",66.9616443217359
2004,22,"never married","3.bachelor","IT","no",95.2307125669819
2003,49,"married","2.highschool","industrial","yes",98.5993438603892
2005,33,"never married","2.highschool","industrial","yes",109.833985642199
2005,31,"never married","2.highschool","industrial","yes",81.2832532842527
2004,43,"married","1.primary","industrial","yes",90.4819133566401
2009,57,"married","5.phd","IT","no",109.833985642199
2005,40,"married","5.phd","IT","yes",148.413159102577
2003,48,"married","2.highschool","IT","yes",84.5294690248517
2004,46,"married","4.master","industrial","yes",101.82435207568
2009,58,"married","4.master","industrial","yes",104.921506533664
2003,50,"married","1.primary","industrial","yes",104.921506533664
2005,38,"married","3.bachelor","IT","yes",99.6894636984864
2004,33,"never married","5.phd","IT","yes",101.402052302992
2007,52,"married","3.bachelor","IT","yes",149.055895589404
2004,48,"married","1.primary","industrial","no",73.7757432746946
2006,53,"married","5.phd","IT","no",160.642475408263
2008,37,"never married","3.bachelor","IT","yes",118.884359339886
2007,43,"married","2.highschool","industrial","no",119.405204322401
2008,54,"married","3.bachelor","industrial","yes",107.903923866877
2004,41,"married","5.phd","IT","yes",154.868367231559
2005,57,"married","4.master","industrial","no",75.3556793180091
2007,54,"married","5.phd","industrial","yes",118.539502533774
2009,25,"divorced","2.highschool","industrial","yes",76.8936025176112
2003,35,"separated","1.primary","IT","no",62.198679430261
2008,29,"married","3.bachelor","industrial","yes",182.020620963513
2009,36,"married","2.highschool","industrial","yes",267.901086855275
2005,43,"married","4.master","industrial","yes",141.77517233318
2007,41,"married","4.master","IT","yes",186.876677628007
2003,52,"married","4.master","industrial","no",72.1504556815713
2005,48,"married","2.highschool","industrial","no",49.5553381215227
2003,51,"married","2.highschool","IT","no",81.2832532842527
2004,55,"married","3.bachelor","IT","yes",118.884359339886
2004,37,"married","5.phd","IT","no",97.4932940453934
2007,48,"never married","3.bachelor","industrial","yes",111.720849360989
2003,42,"married","1.primary","industrial","yes",101.82435207568
2007,43,"married","4.master","industrial","yes",127.115743812184
2006,32,"married","2.highschool","industrial","no",87.9810327856054
2006,33,"never married","4.master","industrial","yes",84.0459576539924
2003,48,"married","2.highschool","industrial","no",78.3924668009837
2009,20,"never married","3.bachelor","IT","no",46.3665027412862
2005,43,"married","2.highschool","industrial","yes",132.860765311572
2003,58,"divorced","2.highschool","IT","yes",61.5945831752282
2004,38,"married","3.bachelor","industrial","yes",99.6894636984864
2008,23,"never married","2.highschool","IT","no",66.2294082943902
2009,54,"divorced","2.highschool","industrial","yes",108.874525834712
2007,66,"married","5.phd","industrial","yes",99.6894636984864
2009,47,"married","5.phd","IT","yes",152.838800991182
2003,35,"married","3.bachelor","IT","no",76.8936025176112
2008,39,"married","2.highschool","industrial","yes",143.134940811134
2005,35,"never married","3.bachelor","IT","yes",125.20428658029
2006,40,"married","3.bachelor","industrial","yes",75.610695863947
2006,41,"married","2.highschool","industrial","yes",109.833985642199
2004,40,"married","5.phd","IT","yes",176.989650489877
2006,50,"married","2.highschool","industrial","no",59.0970640815891
2004,35,"married","2.highschool","industrial","yes",99.6894636984864
2009,43,"married","3.bachelor","industrial","no",95.2307125669819
2005,26,"never married","3.bachelor","IT","yes",104.921506533664
2009,23,"never married","2.highschool","IT","no",49.5553381215227
2003,61,"married","5.phd","IT","no",130.982177377461
2004,24,"never married","4.master","IT","yes",43.7351116779821
2006,66,"married","3.bachelor","IT","yes",118.884359339886
2006,50,"widowed","2.highschool","industrial","yes",109.833985642199
2005,22,"never married","2.highschool","IT","no",75.0431540173516
2004,62,"married","2.highschool","IT","yes",91.6992261117042
2003,55,"married","4.master","IT","yes",105.927810775063
2004,41,"married","4.master","industrial","no",73.7757432746946
2005,54,"married","4.master","IT","yes",170.156834417801
2009,29,"married","4.master","industrial","no",138.299126920883
2004,39,"married","2.highschool","industrial","yes",101.82435207568
2006,71,"divorced","4.master","IT","no",87.9810327856054
2003,22,"never married","4.master","industrial","yes",78.3924668009837
2007,48,"married","4.master","IT","no",123.089699847943
2009,35,"married","3.bachelor","industrial","yes",116.265324062503
2003,46,"married","4.master","industrial","no",90.4819133566401
2003,51,"married","1.primary","industrial","yes",109.833985642199
2005,55,"married","2.highschool","IT","yes",104.921506533664
2005,36,"married","2.highschool","IT","yes",118.884359339886
2008,57,"married","2.highschool","industrial","no",94.0727147457005
2005,21,"married","2.highschool","industrial","yes",141.77517233318
2006,60,"married","5.phd","IT","yes",128.680488220624
2006,41,"never married","3.bachelor","industrial","no",73.7757432746946
2004,56,"married","4.master","IT","yes",139.353811767493
2005,32,"never married","4.master","IT","yes",94.0727147457005
2003,32,"married","2.highschool","industrial","yes",73.7757432746946
2006,36,"divorced","3.bachelor","industrial","yes",107.903923866877
2006,28,"never married","2.highschool","industrial","no",64.5420748732979
2009,60,"married","5.phd","IT","no",138.299126920883
2003,41,"married","3.bachelor","IT","yes",89.2428846644714
2006,55,"married","3.bachelor","industrial","yes",99.6894636984864
2003,36,"married","3.bachelor","industrial","yes",109.833985642199
2006,46,"never married","3.bachelor","IT","yes",90.4819133566401
2008,62,"married","2.highschool","industrial","no",89.4924795180001
2006,44,"married","2.highschool","industrial","no",102.766280877288
2006,36,"married","4.master","industrial","yes",118.884359339886
2004,41,"married","2.highschool","IT","yes",148.413159102577
2006,22,"never married","4.master","IT","yes",114.475713290347
2008,51,"married","5.phd","IT","yes",129.983634818897
2008,57,"married","1.primary","IT","yes",110.782650276254
2005,55,"married","2.highschool","IT","yes",114.475713290347
2003,36,"married","4.master","IT","yes",148.413159102577
2008,43,"married","5.phd","IT","yes",276.778413321176
2003,38,"married","3.bachelor","IT","no",23.9529444789966
2006,27,"never married","3.bachelor","IT","no",103.90247060316
2007,32,"married","3.bachelor","industrial","yes",118.884359339886
2009,44,"never married","1.primary","industrial","no",71.6867436659172
2008,56,"married","4.master","industrial","yes",276.778413321176
2007,38,"married","4.master","IT","yes",141.77517233318
2003,36,"married","1.primary","industrial","no",99.6894636984864
2005,28,"never married","3.bachelor","industrial","yes",108.874525834712
2005,39,"married","2.highschool","industrial","yes",79.8549003093467
2008,42,"never married","2.highschool","IT","no",78.9846061809322
2009,51,"married","1.primary","industrial","yes",82.6796372966372
2004,55,"married","2.highschool","IT","yes",89.4924795180001
2007,39,"never married","5.phd","IT","yes",130.982177377461
2003,42,"married","1.primary","industrial","no",109.706051812711
2006,33,"married","5.phd","IT","yes",117.146816914805
2008,23,"never married","2.highschool","IT","yes",73.7757432746946
2003,40,"married","4.master","industrial","yes",81.2832532842527
2003,40,"married","3.bachelor","industrial","no",80.8581959564691
2009,51,"married","3.bachelor","industrial","yes",107.903923866877
2007,76,"married","4.master","industrial","yes",76.8936025176112
2007,57,"divorced","5.phd","industrial","yes",87.9810327856054
2003,27,"separated","3.bachelor","industrial","yes",95.2307125669819
2005,26,"never married","2.highschool","industrial","yes",84.0459576539924
2005,25,"married","2.highschool","industrial","yes",99.6894636984864
2005,27,"married","3.bachelor","industrial","yes",101.402052302992
2004,33,"never married","3.bachelor","IT","yes",87.9810327856054
2003,51,"divorced","1.primary","industrial","yes",87.9810327856054
2005,22,"never married","4.master","IT","yes",94.0727147457005
2005,47,"married","2.highschool","industrial","yes",128.199636871795
2009,34,"never married","3.bachelor","IT","yes",136.517655222436
2008,47,"divorced","3.bachelor","industrial","yes",107.903923866877
2005,31,"never married","3.bachelor","industrial","yes",123.089699847943
2005,46,"married","2.highschool","industrial","yes",91.6992261117042
2006,47,"married","2.highschool","IT","yes",78.3924668009837
2006,49,"married","4.master","industrial","yes",154.68529299563
2003,40,"married","4.master","industrial","yes",136.15771083723
2004,51,"married","1.primary","IT","yes",81.2832532842527
2008,31,"married","3.bachelor","industrial","yes",76.2832778539642
2003,58,"married","2.highschool","IT","yes",109.833985642199
2005,48,"married","3.bachelor","industrial","no",87.7884362154584
2004,54,"divorced","4.master","industrial","yes",127.115743812184
2007,56,"never married","5.phd","IT","no",154.072997206315
2007,61,"married","2.highschool","industrial","yes",109.833985642199
2009,32,"married","5.phd","industrial","yes",138.299126920883
2007,60,"married","4.master","IT","no",164.646988930328
2006,42,"married","3.bachelor","industrial","yes",138.299126920883
2003,22,"never married","3.bachelor","IT","no",44.9782920272516
2003,46,"married","3.bachelor","industrial","yes",106.723977625299
2005,53,"married","1.primary","IT","yes",114.475713290347
2008,43,"divorced","4.master","industrial","yes",73.7757432746946
2009,32,"never married","2.highschool","industrial","yes",75.3556793180091
2009,30,"married","4.master","industrial","yes",141.77517233318
2009,50,"never married","5.phd","IT","yes",109.833985642199
2006,40,"married","5.phd","IT","yes",277.79948020565
2009,55,"married","1.primary","IT","no",79.8549003093467
2004,42,"married","4.master","IT","yes",166.324941233877
2004,35,"never married","2.highschool","industrial","yes",75.3556793180091
2004,33,"married","4.master","IT","yes",100.086742317948
2004,33,"married","3.bachelor","IT","yes",102.870246933215
2003,38,"married","2.highschool","IT","yes",118.712094053725
2009,41,"married","2.highschool","IT","yes",117.146816914805
2009,42,"married","5.phd","IT","no",123.500017774584
2009,58,"married","4.master","IT","yes",148.413159102577
2009,45,"married","2.highschool","industrial","no",76.8936025176112
2009,47,"never married","2.highschool","IT","yes",109.833985642199
2005,30,"married","2.highschool","IT","yes",105.927810775063
2009,34,"married","4.master","IT","yes",160.642475408263
2006,43,"married","5.phd","IT","no",149.695042068453
2008,58,"separated","1.primary","industrial","yes",99.6894636984864
2009,44,"married","3.bachelor","industrial","no",104.923531700709
2005,28,"married","1.primary","industrial","no",61.1875264339915
2004,46,"married","3.bachelor","IT","yes",105.927810775063
2008,36,"married","3.bachelor","industrial","yes",107.903923866877
2007,37,"married","2.highschool","IT","yes",70.8150386167557
2008,47,"married","4.master","IT","yes",160.642475408263
2007,56,"divorced","3.bachelor","IT","no",99.6894636984864
2009,38,"married","3.bachelor","IT","yes",111.720849360989
2007,41,"never married","1.primary","industrial","no",75.3556793180091
2004,62,"married","3.bachelor","IT","yes",94.0727147457005
2004,40,"married","3.bachelor","IT","yes",87.9810327856054
2004,44,"married","5.phd","IT","yes",123.089699847943
2007,56,"married","4.master","industrial","yes",99.6894636984864
2008,51,"married","3.bachelor","industrial","no",76.8936025176112
2005,41,"married","3.bachelor","industrial","no",86.6951548289402
2005,52,"married","5.phd","IT","yes",176.989650489877
2008,27,"married","3.bachelor","IT","yes",100.764272842107
2004,52,"married","4.master","industrial","yes",114.475713290347
2005,51,"divorced","2.highschool","industrial","no",67.1792914754175
2009,51,"married","2.highschool","industrial","yes",79.8549003093467
2005,28,"never married","4.master","IT","yes",90.4819133566401
2007,49,"never married","2.highschool","IT","no",57.9709421772731
2007,61,"married","1.primary","industrial","yes",114.475713290347
2006,39,"married","2.highschool","IT","yes",99.6894636984864
2005,23,"never married","1.primary","industrial","no",89.4924795180001
2007,53,"married","5.phd","industrial","yes",151.805096289083
2004,55,"never married","3.bachelor","IT","yes",87.9810327856054
2005,48,"never married","2.highschool","IT","yes",87.9810327856054
2007,50,"married","4.master","IT","yes",104.921506533664
2009,31,"never married","1.primary","industrial","no",65.1108537153447
2007,53,"married","2.highschool","industrial","yes",128.680488220624
2008,49,"married","4.master","industrial","no",154.68529299563
2003,49,"never married","4.master","industrial","no",130.982177377461
2004,43,"married","2.highschool","industrial","yes",120.589436530402
2007,20,"never married","2.highschool","industrial","yes",81.2832532842527
2008,46,"divorced","2.highschool","IT","yes",110.172930287822
2005,48,"married","4.master","industrial","yes",152.216806827106
2005,19,"never married","2.highschool","industrial","no",70.4760196469445
2004,56,"divorced","4.master","industrial","yes",85.3839403789827
2003,44,"married","3.bachelor","industrial","no",101.82435207568
2009,23,"never married","2.highschool","industrial","no",85.3839403789827
2005,42,"never married","4.master","IT","yes",101.82435207568
2008,32,"married","5.phd","industrial","no",118.884359339886
2003,32,"never married","2.highschool","industrial","no",73.7757432746946
2003,43,"married","2.highschool","industrial","no",73.7757432746946
2008,57,"never married","4.master","industrial","yes",138.610994032645
2008,26,"married","3.bachelor","IT","yes",109.833985642199
2009,67,"divorced","3.bachelor","IT","yes",151.591484239814
2004,31,"married","5.phd","IT","yes",176.989650489877
2006,49,"divorced","3.bachelor","IT","yes",103.90247060316
2005,29,"never married","4.master","industrial","yes",128.680488220624
2008,41,"married","3.bachelor","industrial","no",108.874525834712
2006,35,"married","2.highschool","IT","yes",87.9810327856054
2009,39,"married","2.highschool","industrial","no",95.2307125669819
2004,33,"separated","3.bachelor","IT","yes",98.5993438603892
2009,53,"married","4.master","IT","yes",141.77517233318
2009,43,"married","4.master","IT","yes",123.089699847943
2004,36,"married","4.master","IT","yes",94.6540203819701
2004,38,"married","5.phd","IT","yes",148.413159102577
2003,58,"married","2.highschool","industrial","no",104.921506533664
2004,45,"married","4.master","IT","yes",123.089699847943
2005,34,"never married","2.highschool","industrial","no",94.5960991038653
2007,30,"married","4.master","IT","no",127.115743812184
2008,21,"never married","2.highschool","industrial","no",29.3769761006037
2003,39,"married","4.master","IT","yes",129.453644576626
2006,28,"never married","3.bachelor","industrial","yes",109.833985642199
2008,54,"married","2.highschool","industrial","yes",99.6894636984864
2007,24,"never married","3.bachelor","industrial","yes",90.4819133566401
2005,57,"married","5.phd","industrial","yes",70.8150386167557
2003,48,"separated","2.highschool","IT","no",95.2307125669819
2004,31,"married","3.bachelor","IT","yes",109.833985642199
2006,47,"never married","5.phd","IT","yes",182.020620963513
2004,44,"married","4.master","IT","no",160.642475408263
2004,30,"never married","2.highschool","industrial","yes",70.4760196469445
2003,41,"never married","4.master","IT","yes",130.982177377461
2008,26,"never married","4.master","industrial","yes",105.927810775063
2009,32,"never married","3.bachelor","industrial","yes",109.833985642199
2009,39,"married","2.highschool","IT","yes",97.4710060955894
2004,42,"married","3.bachelor","IT","yes",111.720849360989
2005,24,"never married","4.master","IT","yes",172.217265521809
2006,44,"divorced","5.phd","IT","yes",129.453644576626
2006,30,"never married","4.master","IT","yes",127.115743812184
2006,58,"married","4.master","IT","yes",134.705375118879
2008,33,"never married","2.highschool","IT","yes",94.0727147457005
